gtf_gene	gtf_gene_trimmed	crovir_transcript	converted_id	converted_id_no_dups
trnascan-scaffold-un90-noncoding-Thr_AGT-gene-0.0	trnascan-scaffold-un90-noncoding-Thr_AGT-gene-0.0	NA	trnascan-scaffold-un90-noncoding-Thr_AGT-gene-0.0	trnascan-scaffold-un90-noncoding-Thr_AGT-gene-0.0
maker-scaffold-un90-augustus-gene-0.10	maker-scaffold-un90-augustus-gene-0.10	NA	maker-scaffold-un90-augustus-gene-0.10	maker-scaffold-un90-augustus-gene-0.10
maker-scaffold-un90-augustus-gene-0.11	maker-scaffold-un90-augustus-gene-0.11	NA	maker-scaffold-un90-augustus-gene-0.11	maker-scaffold-un90-augustus-gene-0.11
maker-scaffold-un90-augustus-gene-0.12	maker-scaffold-un90-augustus-gene-0.12	NA	maker-scaffold-un90-augustus-gene-0.12	maker-scaffold-un90-augustus-gene-0.12
augustus_masked-scaffold-un90-processed-gene-0.1	augustus_masked-scaffold-un90-processed-gene-0.1	NA	augustus_masked-scaffold-un90-processed-gene-0.1	augustus_masked-scaffold-un90-processed-gene-0.1
augustus_masked-scaffold-un90-processed-gene-0.2	augustus_masked-scaffold-un90-processed-gene-0.2	NA	augustus_masked-scaffold-un90-processed-gene-0.2	augustus_masked-scaffold-un90-processed-gene-0.2
augustus_masked-scaffold-un90-processed-gene-0.5	augustus_masked-scaffold-un90-processed-gene-0.5	NA	augustus_masked-scaffold-un90-processed-gene-0.5	augustus_masked-scaffold-un90-processed-gene-0.5
maker-scaffold-un90-augustus-gene-0.14	maker-scaffold-un90-augustus-gene-0.14	NA	maker-scaffold-un90-augustus-gene-0.14	maker-scaffold-un90-augustus-gene-0.14
maker-scaffold-un90-augustus-gene-0.8	maker-scaffold-un90-augustus-gene-0.8	NA	maker-scaffold-un90-augustus-gene-0.8	maker-scaffold-un90-augustus-gene-0.8
maker-scaffold-un91-augustus-gene-0.3	maker-scaffold-un91-augustus-gene-0.3	NA	maker-scaffold-un91-augustus-gene-0.3	maker-scaffold-un91-augustus-gene-0.3
maker-scaffold-un91-augustus-gene-0.4	maker-scaffold-un91-augustus-gene-0.4	NA	maker-scaffold-un91-augustus-gene-0.4	maker-scaffold-un91-augustus-gene-0.4
maker-scaffold-un91-augustus-gene-0.5	maker-scaffold-un91-augustus-gene-0.5	NA	maker-scaffold-un91-augustus-gene-0.5	maker-scaffold-un91-augustus-gene-0.5
augustus_masked-scaffold-un92-processed-gene-0.0	augustus_masked-scaffold-un92-processed-gene-0.0	NA	augustus_masked-scaffold-un92-processed-gene-0.0	augustus_masked-scaffold-un92-processed-gene-0.0
augustus_masked-scaffold-un93-processed-gene-0.0	augustus_masked-scaffold-un93-processed-gene-0.0	NA	augustus_masked-scaffold-un93-processed-gene-0.0	augustus_masked-scaffold-un93-processed-gene-0.0
trnascan-scaffold-un94-noncoding-Cys_GCA-gene-0.0	trnascan-scaffold-un94-noncoding-Cys_GCA-gene-0.0	NA	trnascan-scaffold-un94-noncoding-Cys_GCA-gene-0.0	trnascan-scaffold-un94-noncoding-Cys_GCA-gene-0.0
trnascan-scaffold-un95-noncoding-Pseudo_AGG-gene-0.0	trnascan-scaffold-un95-noncoding-Pseudo_AGG-gene-0.0	NA	trnascan-scaffold-un95-noncoding-Pseudo_AGG-gene-0.0	trnascan-scaffold-un95-noncoding-Pseudo_AGG-gene-0.0
augustus_masked-scaffold-un95-processed-gene-0.3	augustus_masked-scaffold-un95-processed-gene-0.3	NA	augustus_masked-scaffold-un95-processed-gene-0.3	augustus_masked-scaffold-un95-processed-gene-0.3
augustus_masked-scaffold-un95-processed-gene-0.1	augustus_masked-scaffold-un95-processed-gene-0.1	NA	augustus_masked-scaffold-un95-processed-gene-0.1	augustus_masked-scaffold-un95-processed-gene-0.1
maker-scaffold-un95-augustus-gene-0.4	maker-scaffold-un95-augustus-gene-0.4	NA	maker-scaffold-un95-augustus-gene-0.4	maker-scaffold-un95-augustus-gene-0.4
augustus_masked-scaffold-un96-processed-gene-0.0	augustus_masked-scaffold-un96-processed-gene-0.0	NA	augustus_masked-scaffold-un96-processed-gene-0.0	augustus_masked-scaffold-un96-processed-gene-0.0
maker-scaffold-un96-augustus-gene-0.4	maker-scaffold-un96-augustus-gene-0.4	NA	maker-scaffold-un96-augustus-gene-0.4	maker-scaffold-un96-augustus-gene-0.4
maker-scaffold-un97-augustus-gene-0.2	maker-scaffold-un97-augustus-gene-0.2	NA	maker-scaffold-un97-augustus-gene-0.2	maker-scaffold-un97-augustus-gene-0.2
maker-scaffold-un97-augustus-gene-0.3	maker-scaffold-un97-augustus-gene-0.3	NA	maker-scaffold-un97-augustus-gene-0.3	maker-scaffold-un97-augustus-gene-0.3
maker-scaffold-un97-augustus-gene-0.5	maker-scaffold-un97-augustus-gene-0.5	NA	maker-scaffold-un97-augustus-gene-0.5	maker-scaffold-un97-augustus-gene-0.5
maker-scaffold-un98-augustus-gene-0.3	maker-scaffold-un98-augustus-gene-0.3	NA	maker-scaffold-un98-augustus-gene-0.3	maker-scaffold-un98-augustus-gene-0.3
maker-scaffold-un98-augustus-gene-0.4	maker-scaffold-un98-augustus-gene-0.4	NA	maker-scaffold-un98-augustus-gene-0.4	maker-scaffold-un98-augustus-gene-0.4
augustus_masked-scaffold-un99-processed-gene-0.0	augustus_masked-scaffold-un99-processed-gene-0.0	NA	augustus_masked-scaffold-un99-processed-gene-0.0	augustus_masked-scaffold-un99-processed-gene-0.0
maker-scaffold-un99-augustus-gene-0.6	maker-scaffold-un99-augustus-gene-0.6	NA	maker-scaffold-un99-augustus-gene-0.6	maker-scaffold-un99-augustus-gene-0.6
augustus_masked-scaffold-un99-processed-gene-0.4	augustus_masked-scaffold-un99-processed-gene-0.4	NA	augustus_masked-scaffold-un99-processed-gene-0.4	augustus_masked-scaffold-un99-processed-gene-0.4
maker-scaffold-un100-augustus-gene-0.1	maker-scaffold-un100-augustus-gene-0.1	NA	maker-scaffold-un100-augustus-gene-0.1	maker-scaffold-un100-augustus-gene-0.1
maker-scaffold-un101-augustus-gene-0.5	maker-scaffold-un101-augustus-gene-0.5	NA	maker-scaffold-un101-augustus-gene-0.5	maker-scaffold-un101-augustus-gene-0.5
augustus_masked-scaffold-un101-processed-gene-0.1	augustus_masked-scaffold-un101-processed-gene-0.1	NA	augustus_masked-scaffold-un101-processed-gene-0.1	augustus_masked-scaffold-un101-processed-gene-0.1
augustus_masked-scaffold-un101-processed-gene-0.2	augustus_masked-scaffold-un101-processed-gene-0.2	NA	augustus_masked-scaffold-un101-processed-gene-0.2	augustus_masked-scaffold-un101-processed-gene-0.2
augustus_masked-scaffold-un101-processed-gene-0.3	augustus_masked-scaffold-un101-processed-gene-0.3	NA	augustus_masked-scaffold-un101-processed-gene-0.3	augustus_masked-scaffold-un101-processed-gene-0.3
maker-scaffold-un101-augustus-gene-0.7	maker-scaffold-un101-augustus-gene-0.7	NA	maker-scaffold-un101-augustus-gene-0.7	maker-scaffold-un101-augustus-gene-0.7
augustus_masked-scaffold-un102-processed-gene-0.0	augustus_masked-scaffold-un102-processed-gene-0.0	NA	augustus_masked-scaffold-un102-processed-gene-0.0	augustus_masked-scaffold-un102-processed-gene-0.0
trnascan-scaffold-un105-noncoding-Gly_GCC-gene-0.0	trnascan-scaffold-un105-noncoding-Gly_GCC-gene-0.0	NA	trnascan-scaffold-un105-noncoding-Gly_GCC-gene-0.0	trnascan-scaffold-un105-noncoding-Gly_GCC-gene-0.0
augustus_masked-scaffold-un105-processed-gene-0.1	augustus_masked-scaffold-un105-processed-gene-0.1	NA	augustus_masked-scaffold-un105-processed-gene-0.1	augustus_masked-scaffold-un105-processed-gene-0.1
augustus_masked-scaffold-un105-processed-gene-0.2	augustus_masked-scaffold-un105-processed-gene-0.2	NA	augustus_masked-scaffold-un105-processed-gene-0.2	augustus_masked-scaffold-un105-processed-gene-0.2
augustus_masked-scaffold-un109-processed-gene-0.0	augustus_masked-scaffold-un109-processed-gene-0.0	NA	augustus_masked-scaffold-un109-processed-gene-0.0	augustus_masked-scaffold-un109-processed-gene-0.0
trnascan-scaffold-un110-noncoding-Pseudo_GGA-gene-0.0	trnascan-scaffold-un110-noncoding-Pseudo_GGA-gene-0.0	NA	trnascan-scaffold-un110-noncoding-Pseudo_GGA-gene-0.0	trnascan-scaffold-un110-noncoding-Pseudo_GGA-gene-0.0
augustus_masked-scaffold-un111-processed-gene-0.0	augustus_masked-scaffold-un111-processed-gene-0.0	NA	augustus_masked-scaffold-un111-processed-gene-0.0	augustus_masked-scaffold-un111-processed-gene-0.0
augustus_masked-scaffold-un111-processed-gene-0.1	augustus_masked-scaffold-un111-processed-gene-0.1	NA	augustus_masked-scaffold-un111-processed-gene-0.1	augustus_masked-scaffold-un111-processed-gene-0.1
maker-scaffold-un111-augustus-gene-0.8	maker-scaffold-un111-augustus-gene-0.8	NA	maker-scaffold-un111-augustus-gene-0.8	maker-scaffold-un111-augustus-gene-0.8
maker-scaffold-un111-augustus-gene-0.9	maker-scaffold-un111-augustus-gene-0.9	NA	maker-scaffold-un111-augustus-gene-0.9	maker-scaffold-un111-augustus-gene-0.9
maker-scaffold-un112-augustus-gene-0.1	maker-scaffold-un112-augustus-gene-0.1	NA	maker-scaffold-un112-augustus-gene-0.1	maker-scaffold-un112-augustus-gene-0.1
maker-scaffold-un112-augustus-gene-0.2	maker-scaffold-un112-augustus-gene-0.2	NA	maker-scaffold-un112-augustus-gene-0.2	maker-scaffold-un112-augustus-gene-0.2
maker-scaffold-un113-augustus-gene-0.1	maker-scaffold-un113-augustus-gene-0.1	NA	maker-scaffold-un113-augustus-gene-0.1	maker-scaffold-un113-augustus-gene-0.1
augustus_masked-scaffold-un116-processed-gene-0.1	augustus_masked-scaffold-un116-processed-gene-0.1	NA	augustus_masked-scaffold-un116-processed-gene-0.1	augustus_masked-scaffold-un116-processed-gene-0.1
augustus_masked-scaffold-un116-processed-gene-0.0	augustus_masked-scaffold-un116-processed-gene-0.0	NA	augustus_masked-scaffold-un116-processed-gene-0.0	augustus_masked-scaffold-un116-processed-gene-0.0
augustus_masked-scaffold-un117-processed-gene-0.0	augustus_masked-scaffold-un117-processed-gene-0.0	NA	augustus_masked-scaffold-un117-processed-gene-0.0	augustus_masked-scaffold-un117-processed-gene-0.0
augustus_masked-scaffold-un118-processed-gene-0.0	augustus_masked-scaffold-un118-processed-gene-0.0	NA	augustus_masked-scaffold-un118-processed-gene-0.0	augustus_masked-scaffold-un118-processed-gene-0.0
maker-scaffold-un122-augustus-gene-0.3	maker-scaffold-un122-augustus-gene-0.3	NA	maker-scaffold-un122-augustus-gene-0.3	maker-scaffold-un122-augustus-gene-0.3
maker-scaffold-un122-augustus-gene-0.4	maker-scaffold-un122-augustus-gene-0.4	NA	maker-scaffold-un122-augustus-gene-0.4	maker-scaffold-un122-augustus-gene-0.4
augustus_masked-scaffold-un122-processed-gene-0.2	augustus_masked-scaffold-un122-processed-gene-0.2	NA	augustus_masked-scaffold-un122-processed-gene-0.2	augustus_masked-scaffold-un122-processed-gene-0.2
augustus_masked-scaffold-un123-processed-gene-0.0	augustus_masked-scaffold-un123-processed-gene-0.0	NA	augustus_masked-scaffold-un123-processed-gene-0.0	augustus_masked-scaffold-un123-processed-gene-0.0
maker-scaffold-un123-augustus-gene-0.3	maker-scaffold-un123-augustus-gene-0.3	NA	maker-scaffold-un123-augustus-gene-0.3	maker-scaffold-un123-augustus-gene-0.3
augustus_masked-scaffold-un123-processed-gene-0.2	augustus_masked-scaffold-un123-processed-gene-0.2	NA	augustus_masked-scaffold-un123-processed-gene-0.2	augustus_masked-scaffold-un123-processed-gene-0.2
maker-scaffold-un125-augustus-gene-0.2	maker-scaffold-un125-augustus-gene-0.2	NA	maker-scaffold-un125-augustus-gene-0.2	maker-scaffold-un125-augustus-gene-0.2
maker-scaffold-un125-augustus-gene-0.3	maker-scaffold-un125-augustus-gene-0.3	NA	maker-scaffold-un125-augustus-gene-0.3	maker-scaffold-un125-augustus-gene-0.3
trnascan-scaffold-un126-noncoding-Pseudo_AAA-gene-0.0	trnascan-scaffold-un126-noncoding-Pseudo_AAA-gene-0.0	NA	trnascan-scaffold-un126-noncoding-Pseudo_AAA-gene-0.0	trnascan-scaffold-un126-noncoding-Pseudo_AAA-gene-0.0
maker-scaffold-un126-augustus-gene-0.2	maker-scaffold-un126-augustus-gene-0.2	NA	maker-scaffold-un126-augustus-gene-0.2	maker-scaffold-un126-augustus-gene-0.2
maker-scaffold-un127-augustus-gene-0.2	maker-scaffold-un127-augustus-gene-0.2	NA	maker-scaffold-un127-augustus-gene-0.2	maker-scaffold-un127-augustus-gene-0.2
maker-scaffold-un127-augustus-gene-0.3	maker-scaffold-un127-augustus-gene-0.3	NA	maker-scaffold-un127-augustus-gene-0.3	maker-scaffold-un127-augustus-gene-0.3
maker-scaffold-un128-augustus-gene-0.1	maker-scaffold-un128-augustus-gene-0.1	NA	maker-scaffold-un128-augustus-gene-0.1	maker-scaffold-un128-augustus-gene-0.1
augustus_masked-scaffold-un129-processed-gene-0.0	augustus_masked-scaffold-un129-processed-gene-0.0	NA	augustus_masked-scaffold-un129-processed-gene-0.0	augustus_masked-scaffold-un129-processed-gene-0.0
augustus_masked-scaffold-un129-processed-gene-0.3	augustus_masked-scaffold-un129-processed-gene-0.3	NA	augustus_masked-scaffold-un129-processed-gene-0.3	augustus_masked-scaffold-un129-processed-gene-0.3
augustus_masked-scaffold-un129-processed-gene-0.1	augustus_masked-scaffold-un129-processed-gene-0.1	NA	augustus_masked-scaffold-un129-processed-gene-0.1	augustus_masked-scaffold-un129-processed-gene-0.1
augustus_masked-scaffold-un129-processed-gene-0.4	augustus_masked-scaffold-un129-processed-gene-0.4	NA	augustus_masked-scaffold-un129-processed-gene-0.4	augustus_masked-scaffold-un129-processed-gene-0.4
augustus_masked-scaffold-un129-processed-gene-0.5	augustus_masked-scaffold-un129-processed-gene-0.5	NA	augustus_masked-scaffold-un129-processed-gene-0.5	augustus_masked-scaffold-un129-processed-gene-0.5
augustus_masked-scaffold-un129-processed-gene-0.2	augustus_masked-scaffold-un129-processed-gene-0.2	NA	augustus_masked-scaffold-un129-processed-gene-0.2	augustus_masked-scaffold-un129-processed-gene-0.2
augustus_masked-scaffold-un129-processed-gene-0.6	augustus_masked-scaffold-un129-processed-gene-0.6	NA	augustus_masked-scaffold-un129-processed-gene-0.6	augustus_masked-scaffold-un129-processed-gene-0.6
trnascan-scaffold-un130-noncoding-Pseudo_AGA-gene-0.0	trnascan-scaffold-un130-noncoding-Pseudo_AGA-gene-0.0	NA	trnascan-scaffold-un130-noncoding-Pseudo_AGA-gene-0.0	trnascan-scaffold-un130-noncoding-Pseudo_AGA-gene-0.0
maker-scaffold-un132-augustus-gene-0.2	maker-scaffold-un132-augustus-gene-0.2	NA	maker-scaffold-un132-augustus-gene-0.2	maker-scaffold-un132-augustus-gene-0.2
maker-scaffold-un132-augustus-gene-0.3	maker-scaffold-un132-augustus-gene-0.3	NA	maker-scaffold-un132-augustus-gene-0.3	maker-scaffold-un132-augustus-gene-0.3
augustus_masked-scaffold-un133-processed-gene-0.2	augustus_masked-scaffold-un133-processed-gene-0.2	NA	augustus_masked-scaffold-un133-processed-gene-0.2	augustus_masked-scaffold-un133-processed-gene-0.2
augustus_masked-scaffold-un133-processed-gene-0.3	augustus_masked-scaffold-un133-processed-gene-0.3	NA	augustus_masked-scaffold-un133-processed-gene-0.3	augustus_masked-scaffold-un133-processed-gene-0.3
augustus_masked-scaffold-un133-processed-gene-0.4	augustus_masked-scaffold-un133-processed-gene-0.4	NA	augustus_masked-scaffold-un133-processed-gene-0.4	augustus_masked-scaffold-un133-processed-gene-0.4
augustus_masked-scaffold-un133-processed-gene-0.5	augustus_masked-scaffold-un133-processed-gene-0.5	NA	augustus_masked-scaffold-un133-processed-gene-0.5	augustus_masked-scaffold-un133-processed-gene-0.5
augustus_masked-scaffold-un133-processed-gene-0.6	augustus_masked-scaffold-un133-processed-gene-0.6	NA	augustus_masked-scaffold-un133-processed-gene-0.6	augustus_masked-scaffold-un133-processed-gene-0.6
augustus_masked-scaffold-un133-processed-gene-0.0	augustus_masked-scaffold-un133-processed-gene-0.0	NA	augustus_masked-scaffold-un133-processed-gene-0.0	augustus_masked-scaffold-un133-processed-gene-0.0
augustus_masked-scaffold-un133-processed-gene-0.1	augustus_masked-scaffold-un133-processed-gene-0.1	NA	augustus_masked-scaffold-un133-processed-gene-0.1	augustus_masked-scaffold-un133-processed-gene-0.1
augustus_masked-scaffold-un133-processed-gene-0.7	augustus_masked-scaffold-un133-processed-gene-0.7	NA	augustus_masked-scaffold-un133-processed-gene-0.7	augustus_masked-scaffold-un133-processed-gene-0.7
augustus_masked-scaffold-un135-processed-gene-0.0	augustus_masked-scaffold-un135-processed-gene-0.0	NA	augustus_masked-scaffold-un135-processed-gene-0.0	augustus_masked-scaffold-un135-processed-gene-0.0
augustus_masked-scaffold-un135-processed-gene-0.1	augustus_masked-scaffold-un135-processed-gene-0.1	NA	augustus_masked-scaffold-un135-processed-gene-0.1	augustus_masked-scaffold-un135-processed-gene-0.1
maker-scaffold-un135-augustus-gene-0.5	maker-scaffold-un135-augustus-gene-0.5	NA	maker-scaffold-un135-augustus-gene-0.5	maker-scaffold-un135-augustus-gene-0.5
maker-scaffold-un135-augustus-gene-0.6	maker-scaffold-un135-augustus-gene-0.6	NA	maker-scaffold-un135-augustus-gene-0.6	maker-scaffold-un135-augustus-gene-0.6
augustus_masked-scaffold-un136-processed-gene-0.0	augustus_masked-scaffold-un136-processed-gene-0.0	NA	augustus_masked-scaffold-un136-processed-gene-0.0	augustus_masked-scaffold-un136-processed-gene-0.0
augustus_masked-scaffold-un137-processed-gene-0.0	augustus_masked-scaffold-un137-processed-gene-0.0	NA	augustus_masked-scaffold-un137-processed-gene-0.0	augustus_masked-scaffold-un137-processed-gene-0.0
augustus_masked-scaffold-un140-processed-gene-0.0	augustus_masked-scaffold-un140-processed-gene-0.0	NA	augustus_masked-scaffold-un140-processed-gene-0.0	augustus_masked-scaffold-un140-processed-gene-0.0
maker-scaffold-un141-augustus-gene-0.4	maker-scaffold-un141-augustus-gene-0.4	NA	maker-scaffold-un141-augustus-gene-0.4	maker-scaffold-un141-augustus-gene-0.4
augustus_masked-scaffold-un141-processed-gene-0.2	augustus_masked-scaffold-un141-processed-gene-0.2	NA	augustus_masked-scaffold-un141-processed-gene-0.2	augustus_masked-scaffold-un141-processed-gene-0.2
maker-scaffold-un141-augustus-gene-0.3	maker-scaffold-un141-augustus-gene-0.3	NA	maker-scaffold-un141-augustus-gene-0.3	maker-scaffold-un141-augustus-gene-0.3
maker-scaffold-un144-augustus-gene-0.2	maker-scaffold-un144-augustus-gene-0.2	NA	maker-scaffold-un144-augustus-gene-0.2	maker-scaffold-un144-augustus-gene-0.2
maker-scaffold-un144-augustus-gene-0.3	maker-scaffold-un144-augustus-gene-0.3	NA	maker-scaffold-un144-augustus-gene-0.3	maker-scaffold-un144-augustus-gene-0.3
augustus_masked-scaffold-un144-processed-gene-0.1	augustus_masked-scaffold-un144-processed-gene-0.1	NA	augustus_masked-scaffold-un144-processed-gene-0.1	augustus_masked-scaffold-un144-processed-gene-0.1
augustus_masked-scaffold-un145-processed-gene-0.1	augustus_masked-scaffold-un145-processed-gene-0.1	NA	augustus_masked-scaffold-un145-processed-gene-0.1	augustus_masked-scaffold-un145-processed-gene-0.1
maker-scaffold-un146-augustus-gene-0.2	maker-scaffold-un146-augustus-gene-0.2	NA	maker-scaffold-un146-augustus-gene-0.2	maker-scaffold-un146-augustus-gene-0.2
maker-scaffold-un147-augustus-gene-0.1	maker-scaffold-un147-augustus-gene-0.1	NA	maker-scaffold-un147-augustus-gene-0.1	maker-scaffold-un147-augustus-gene-0.1
maker-scaffold-un147-augustus-gene-0.3	maker-scaffold-un147-augustus-gene-0.3	NA	maker-scaffold-un147-augustus-gene-0.3	maker-scaffold-un147-augustus-gene-0.3
maker-scaffold-un148-augustus-gene-0.6	maker-scaffold-un148-augustus-gene-0.6	NA	maker-scaffold-un148-augustus-gene-0.6	maker-scaffold-un148-augustus-gene-0.6
augustus_masked-scaffold-un148-processed-gene-0.3	augustus_masked-scaffold-un148-processed-gene-0.3	NA	augustus_masked-scaffold-un148-processed-gene-0.3	augustus_masked-scaffold-un148-processed-gene-0.3
augustus_masked-scaffold-un148-processed-gene-0.1	augustus_masked-scaffold-un148-processed-gene-0.1	NA	augustus_masked-scaffold-un148-processed-gene-0.1	augustus_masked-scaffold-un148-processed-gene-0.1
augustus_masked-scaffold-un148-processed-gene-0.4	augustus_masked-scaffold-un148-processed-gene-0.4	NA	augustus_masked-scaffold-un148-processed-gene-0.4	augustus_masked-scaffold-un148-processed-gene-0.4
augustus_masked-scaffold-un149-processed-gene-0.3	augustus_masked-scaffold-un149-processed-gene-0.3	NA	augustus_masked-scaffold-un149-processed-gene-0.3	augustus_masked-scaffold-un149-processed-gene-0.3
augustus_masked-scaffold-un149-processed-gene-0.4	augustus_masked-scaffold-un149-processed-gene-0.4	NA	augustus_masked-scaffold-un149-processed-gene-0.4	augustus_masked-scaffold-un149-processed-gene-0.4
augustus_masked-scaffold-un149-processed-gene-0.2	augustus_masked-scaffold-un149-processed-gene-0.2	NA	augustus_masked-scaffold-un149-processed-gene-0.2	augustus_masked-scaffold-un149-processed-gene-0.2
maker-scaffold-un150-augustus-gene-0.3	maker-scaffold-un150-augustus-gene-0.3	NA	maker-scaffold-un150-augustus-gene-0.3	maker-scaffold-un150-augustus-gene-0.3
maker-scaffold-un150-augustus-gene-0.4	maker-scaffold-un150-augustus-gene-0.4	NA	maker-scaffold-un150-augustus-gene-0.4	maker-scaffold-un150-augustus-gene-0.4
maker-scaffold-un150-augustus-gene-0.5	maker-scaffold-un150-augustus-gene-0.5	NA	maker-scaffold-un150-augustus-gene-0.5	maker-scaffold-un150-augustus-gene-0.5
augustus_masked-scaffold-un151-processed-gene-0.0	augustus_masked-scaffold-un151-processed-gene-0.0	NA	augustus_masked-scaffold-un151-processed-gene-0.0	augustus_masked-scaffold-un151-processed-gene-0.0
maker-scaffold-un151-augustus-gene-0.2	maker-scaffold-un151-augustus-gene-0.2	NA	maker-scaffold-un151-augustus-gene-0.2	maker-scaffold-un151-augustus-gene-0.2
maker-scaffold-un151-augustus-gene-0.3	maker-scaffold-un151-augustus-gene-0.3	NA	maker-scaffold-un151-augustus-gene-0.3	maker-scaffold-un151-augustus-gene-0.3
maker-scaffold-un151-augustus-gene-0.4	maker-scaffold-un151-augustus-gene-0.4	NA	maker-scaffold-un151-augustus-gene-0.4	maker-scaffold-un151-augustus-gene-0.4
trnascan-scaffold-un152-noncoding-Glu_TTC-gene-0.0	trnascan-scaffold-un152-noncoding-Glu_TTC-gene-0.0	NA	trnascan-scaffold-un152-noncoding-Glu_TTC-gene-0.0	trnascan-scaffold-un152-noncoding-Glu_TTC-gene-0.0
trnascan-scaffold-un152-noncoding-Val_CAC-gene-0.1	trnascan-scaffold-un152-noncoding-Val_CAC-gene-0.1	NA	trnascan-scaffold-un152-noncoding-Val_CAC-gene-0.1	trnascan-scaffold-un152-noncoding-Val_CAC-gene-0.1
trnascan-scaffold-un152-noncoding-Gly_CCC-gene-0.4	trnascan-scaffold-un152-noncoding-Gly_CCC-gene-0.4	NA	trnascan-scaffold-un152-noncoding-Gly_CCC-gene-0.4	trnascan-scaffold-un152-noncoding-Gly_CCC-gene-0.4
trnascan-scaffold-un152-noncoding-Asn_GTT-gene-0.2	trnascan-scaffold-un152-noncoding-Asn_GTT-gene-0.2	NA	trnascan-scaffold-un152-noncoding-Asn_GTT-gene-0.2	trnascan-scaffold-un152-noncoding-Asn_GTT-gene-0.2
trnascan-scaffold-un152-noncoding-Ser_GCT-gene-0.3	trnascan-scaffold-un152-noncoding-Ser_GCT-gene-0.3	NA	trnascan-scaffold-un152-noncoding-Ser_GCT-gene-0.3	trnascan-scaffold-un152-noncoding-Ser_GCT-gene-0.3
maker-scaffold-un152-augustus-gene-0.6	maker-scaffold-un152-augustus-gene-0.6	NA	maker-scaffold-un152-augustus-gene-0.6	maker-scaffold-un152-augustus-gene-0.6
augustus_masked-scaffold-un153-processed-gene-0.0	augustus_masked-scaffold-un153-processed-gene-0.0	NA	augustus_masked-scaffold-un153-processed-gene-0.0	augustus_masked-scaffold-un153-processed-gene-0.0
augustus_masked-scaffold-un154-processed-gene-0.2	augustus_masked-scaffold-un154-processed-gene-0.2	NA	augustus_masked-scaffold-un154-processed-gene-0.2	augustus_masked-scaffold-un154-processed-gene-0.2
maker-scaffold-un154-augustus-gene-0.3	maker-scaffold-un154-augustus-gene-0.3	NA	maker-scaffold-un154-augustus-gene-0.3	maker-scaffold-un154-augustus-gene-0.3
maker-scaffold-un155-augustus-gene-0.1	maker-scaffold-un155-augustus-gene-0.1	NA	maker-scaffold-un155-augustus-gene-0.1	maker-scaffold-un155-augustus-gene-0.1
augustus_masked-scaffold-un159-processed-gene-0.0	augustus_masked-scaffold-un159-processed-gene-0.0	NA	augustus_masked-scaffold-un159-processed-gene-0.0	augustus_masked-scaffold-un159-processed-gene-0.0
maker-scaffold-un161-augustus-gene-0.1	maker-scaffold-un161-augustus-gene-0.1	NA	maker-scaffold-un161-augustus-gene-0.1	maker-scaffold-un161-augustus-gene-0.1
maker-scaffold-un163-augustus-gene-0.4	maker-scaffold-un163-augustus-gene-0.4	NA	maker-scaffold-un163-augustus-gene-0.4	maker-scaffold-un163-augustus-gene-0.4
maker-scaffold-un163-augustus-gene-0.5	maker-scaffold-un163-augustus-gene-0.5	NA	maker-scaffold-un163-augustus-gene-0.5	maker-scaffold-un163-augustus-gene-0.5
maker-scaffold-un163-augustus-gene-0.3	maker-scaffold-un163-augustus-gene-0.3	NA	maker-scaffold-un163-augustus-gene-0.3	maker-scaffold-un163-augustus-gene-0.3
augustus_masked-scaffold-un163-processed-gene-0.2	augustus_masked-scaffold-un163-processed-gene-0.2	NA	augustus_masked-scaffold-un163-processed-gene-0.2	augustus_masked-scaffold-un163-processed-gene-0.2
augustus_masked-scaffold-un164-processed-gene-0.0	augustus_masked-scaffold-un164-processed-gene-0.0	NA	augustus_masked-scaffold-un164-processed-gene-0.0	augustus_masked-scaffold-un164-processed-gene-0.0
maker-scaffold-un165-augustus-gene-0.2	maker-scaffold-un165-augustus-gene-0.2	NA	maker-scaffold-un165-augustus-gene-0.2	maker-scaffold-un165-augustus-gene-0.2
augustus_masked-scaffold-un165-processed-gene-0.1	augustus_masked-scaffold-un165-processed-gene-0.1	NA	augustus_masked-scaffold-un165-processed-gene-0.1	augustus_masked-scaffold-un165-processed-gene-0.1
maker-scaffold-un166-augustus-gene-0.1	maker-scaffold-un166-augustus-gene-0.1	NA	maker-scaffold-un166-augustus-gene-0.1	maker-scaffold-un166-augustus-gene-0.1
maker-scaffold-un166-augustus-gene-0.2	maker-scaffold-un166-augustus-gene-0.2	NA	maker-scaffold-un166-augustus-gene-0.2	maker-scaffold-un166-augustus-gene-0.2
augustus_masked-scaffold-un168-processed-gene-0.0	augustus_masked-scaffold-un168-processed-gene-0.0	NA	augustus_masked-scaffold-un168-processed-gene-0.0	augustus_masked-scaffold-un168-processed-gene-0.0
maker-scaffold-un169-augustus-gene-0.2	maker-scaffold-un169-augustus-gene-0.2	NA	maker-scaffold-un169-augustus-gene-0.2	maker-scaffold-un169-augustus-gene-0.2
maker-scaffold-un169-augustus-gene-0.3	maker-scaffold-un169-augustus-gene-0.3	NA	maker-scaffold-un169-augustus-gene-0.3	maker-scaffold-un169-augustus-gene-0.3
